age,sex,zone,mc,vage,bonus,duration,freq,sev
42,2,4,3,14,2,3.21,0,0
32,2,4,4,0,2,0.52,0,0
41,2,6,6,6,7,0.5,0,0
44,2,2,5,16,4,0.5,0,0
42,2,3,4,1,5,0.45,0,0
27,2,4,4,18,6,1,0,0
46,2,7,3,18,3,1,0,0
63,2,4,5,15,1,0.42,0,0
31,2,2,4,11,7,0.95,0,0
54,2,4,5,18,2,0.99,0,0
23,1,4,3,17,2,0.5,0,0
28,1,3,3,2,7,0.38,0,0
25,2,4,4,4,4,0.85,0,0
29,2,3,6,7,5,1,0,0
49,1,4,5,11,3,0.5,0,0
62,2,3,1,11,1,0.48,0,0
23,2,2,1,5,1,0.92,0,0
46,1,2,6,6,7,0.5,0,0
30,2,4,4,17,2,1.71,0,0
46,2,1,5,18,5,1,0,0
52,2,2,3,13,1,0.18,0,0
45,1,1,1,1,1,0.12,0,0
56,2,4,5,5,7,4.72,0,0
44,2,3,4,0,7,0.16,0,0
49,2,2,4,6,3,0.24,0,0
47,2,2,3,13,7,1,0,0
48,2,1,5,4,7,1.5,0,0
24,2,4,5,5,7,0.3,0,0
53,2,6,1,4,3,0.5,0,0
47,1,4,3,9,4,0.41,0,0
33,2,4,1,19,7,0.28,0,0
22,1,3,2,7,1,0.95,0,0
28,2,6,6,14,7,0.91,0,0
63,2,4,1,15,7,1,0,0
27,2,1,5,12,5,0.41,0,0
48,2,5,3,8,4,1.25,0,0
52,2,1,4,18,1,0.5,0,0
56,2,2,2,23,1,0.61,0,0
49,2,1,3,6,3,0.5,0,0
25,2,4,7,1,3,0,0,0
57,2,3,3,12,4,0.5,0,0
53,1,1,5,16,7,1,0,0
40,1,1,4,11,7,0.21,0,0
39,2,3,5,15,1,0.36,0,0
57,2,1,2,2,1,0.93,0,0
25,2,3,3,3,4,0.75,0,0
47,2,2,6,2,7,0.44,0,0
32,1,2,3,31,3,0.96,0,0
40,2,2,6,10,3,0.35,0,0
58,2,1,5,10,7,1,0,0
35,2,3,4,7,4,0.17,0,0
67,2,3,1,18,4,0.5,0,0
43,1,3,4,11,7,0.75,0,0
52,2,2,4,19,2,1,0,0
39,2,3,4,16,1,0.93,0,0
26,1,3,4,1,6,0.48,0,0
46,2,2,6,11,7,3.76,0,0
58,2,2,2,7,3,1.5,0,0
23,2,5,6,2,2,0.58,0,0
61,2,2,3,3,2,0.42,0,0
53,2,1,5,14,4,0.5,0,0
40,2,4,3,23,6,0.01,0,0
33,2,4,4,22,7,0.93,0,0
18,2,6,1,3,2,1,0,0
48,2,4,5,3,1,1.28,0,0
57,2,4,3,17,5,2,0,0
23,2,1,1,30,1,0.44,0,0
55,2,4,5,14,1,1.87,0,0
42,1,1,4,2,6,0.44,0,0
23,2,2,3,4,5,0.42,0,0
41,2,2,3,14,1,0.82,0,0
41,2,4,5,26,4,0.5,0,0
42,2,3,6,6,2,0.76,0,0
57,2,4,4,15,1,2.82,0,0
23,2,4,4,14,5,1,0,0
22,2,4,5,15,3,0.52,0,0
46,2,2,5,23,7,1.48,0,0
23,2,2,6,19,1,0.99,0,0
23,2,4,5,5,7,0.96,0,0
42,1,4,6,7,2,0.4,0,0
34,2,1,7,3,7,0.49,0,0
40,2,4,5,11,7,0.98,0,0
46,1,4,3,9,2,1.24,0,0
24,2,2,6,11,3,0.68,0,0
48,2,2,4,7,1,0.26,0,0
21,2,3,2,14,2,0.22,0,0
52,2,4,5,23,5,1,0,0
34,2,3,1,18,7,0.95,0,0
47,2,4,5,5,4,0.37,0,0
59,2,4,5,5,5,1,0,0
22,2,4,5,15,4,0.84,0,0
41,2,3,5,14,7,0.01,0,0
24,2,3,3,14,3,0.5,0,0
47,2,4,3,14,3,2.22,0,0
30,2,1,6,2,7,1.98,0,0
44,2,4,3,20,2,2,0,0
68,2,2,6,7,7,0.61,0,0
30,2,2,3,1,1,0.38,0,0
31,2,2,4,3,4,0.45,0,0
55,2,2,3,12,1,0.78,0,0
54,2,2,3,25,4,0.46,0,0
37,2,4,5,9,7,1,0,0
68,2,4,2,11,7,0.36,1,3500
45,2,3,4,20,7,2.28,0,0
42,2,4,3,22,3,0.1,0,0
47,2,4,7,13,6,0.82,0,0
41,2,3,4,15,1,0.92,0,0
36,2,2,4,16,7,1,0,0
22,2,3,1,30,1,0.98,0,0
51,1,4,3,2,2,0.5,0,0
41,2,4,6,10,7,6.55,0,0
46,1,4,3,16,4,0.5,0,0
30,2,4,5,19,1,0.5,0,0
66,2,5,3,14,1,1,0,0
55,2,2,4,16,1,1.24,0,0
47,2,2,3,6,7,2,0,0
71,2,2,1,21,7,1,0,0
24,2,2,4,3,3,0.05,0,0
53,2,1,3,17,1,1.73,0,0
35,2,3,3,0,7,1.29,0,0
64,1,3,5,14,7,1,0,0
45,2,3,2,17,7,0.97,0,0
64,2,4,6,14,7,1,0,0
56,2,2,4,7,7,1,0,0
37,2,4,1,35,7,0.89,0,0
54,2,4,1,12,1,1.44,0,0
52,2,3,2,15,1,0.97,0,0
43,2,2,4,1,4,0,0,0
25,2,4,3,14,5,1,0,0
50,2,2,4,4,1,0.5,0,0
49,2,4,3,20,2,1.93,0,0
31,2,1,5,16,7,1,0,0
57,2,3,2,1,1,0.43,0,0
50,2,2,5,16,7,7.18,0,0
57,1,6,3,6,2,0.32,0,0
50,2,4,5,23,1,0.96,0,0
34,1,4,5,16,1,0.48,0,0
22,2,3,5,1,5,0,0,0
49,2,4,6,1,5,0.5,0,0
50,2,1,3,11,7,0,0,0
28,2,4,7,2,2,0,0,0
61,2,2,2,20,1,0.96,0,0
43,2,3,3,5,6,1,0,0
39,2,4,4,16,6,0.17,0,0
20,2,3,1,16,2,1,0,0
54,2,2,4,6,6,0.98,0,0
31,1,1,4,15,1,0.75,0,0
22,2,2,6,7,2,0.09,0,0
43,2,1,4,0,6,0.5,0,0
46,2,2,5,18,6,1.43,0,0
37,2,3,5,15,7,0.25,0,0
19,2,3,1,4,3,0.5,0,0
30,2,4,5,16,7,1.57,0,0
46,2,6,3,12,1,1,0,0
50,2,2,4,24,2,0,0,0
45,2,4,6,15,6,1.4,0,0
37,2,4,1,15,1,0.3,0,0
31,2,4,5,16,1,1.35,0,0
52,2,1,3,20,1,0.75,0,0
57,2,4,3,1,3,0.5,0,0
49,2,2,3,16,1,2.44,0,0
23,2,2,3,14,1,1,0,0
23,2,2,5,4,1,1.24,0,0
59,2,2,4,8,7,0.96,0,0
25,2,3,5,13,4,1.29,0,0
36,2,1,1,7,4,0.5,0,0
58,2,4,5,13,7,0.8,0,0
62,2,1,1,41,1,0.35,0,0
40,2,2,5,15,7,1.92,0,0
56,2,1,3,12,1,0.45,0,0
64,2,4,5,19,2,0.92,0,0
50,2,6,5,14,1,0,0,0
47,2,4,5,22,7,2.5,0,0
31,2,4,1,41,6,0.5,0,0
33,2,3,5,14,7,2.9,0,0
41,2,3,5,12,7,1.09,0,0
59,2,4,1,17,1,0.06,0,0
60,2,3,1,5,7,0.38,0,0
42,2,1,3,13,7,3.18,0,0
32,2,4,1,36,2,0,0,0
28,2,1,3,15,1,1.59,0,0
46,1,4,1,56,2,1,0,0
55,2,6,5,21,7,0.96,0,0
36,2,3,5,9,1,1,0,0
53,2,3,5,6,2,0.99,0,0
47,1,4,3,16,1,0.99,0,0
59,2,3,3,11,2,1,0,0
47,2,2,4,6,1,0,0,0
56,2,6,4,14,7,1,0,0
47,2,2,4,7,6,1,0,0
54,1,4,4,2,2,0.1,0,0
46,2,3,2,52,1,0.43,0,0
50,2,4,3,0,3,0.33,0,0
53,2,3,1,3,1,0.69,0,0
37,2,3,4,6,7,0.97,0,0
52,2,4,5,5,4,0.61,0,0
43,2,4,1,13,2,0,0,0
30,1,3,2,17,2,1,0,0
45,2,1,3,5,4,0.5,0,0
74,2,4,3,2,5,0.5,0,0
40,1,4,4,14,1,0.32,0,0
61,2,3,1,23,7,1.95,0,0
56,2,4,3,23,7,1,0,0
57,2,4,5,15,6,1,0,0
46,2,2,3,28,4,1,0,0
56,2,2,3,2,7,4.45,0,0
47,1,4,6,14,5,0.46,0,0
38,1,4,6,15,1,0.41,0,0
57,2,5,6,1,7,1.44,0,0
52,2,4,4,23,7,1,0,0
45,2,3,5,13,7,1.65,0,0
27,2,6,6,1,7,0,0,0
52,2,7,5,16,7,0.98,0,0
55,2,2,4,3,7,3.32,0,0
51,2,3,3,17,7,5.94,0,0
57,2,2,3,8,3,1,0,0
54,2,3,1,5,7,0.05,0,0
27,2,3,6,13,2,1,0,0
38,2,3,5,22,1,0.35,0,0
55,2,6,1,31,1,1,0,0
68,2,6,3,15,1,1,0,0
35,1,4,1,3,7,1,0,0
55,2,3,4,5,4,1,0,0
51,2,6,3,23,5,0,0,0
49,2,4,4,17,5,0.99,0,0
32,2,3,5,14,7,1.62,0,0
29,1,2,5,1,5,0.16,0,0
36,2,1,1,16,1,0.95,0,0
18,2,3,2,4,3,0.25,0,0
40,2,5,1,8,4,1,0,0
23,2,3,4,0,5,0.53,0,0
21,2,4,6,16,3,1.99,0,0
25,2,2,4,0,3,0.44,0,0
39,2,1,4,13,7,0.38,0,0
27,2,4,6,10,5,2.04,0,0
27,1,4,1,5,1,0.05,0,0
54,2,2,3,13,1,0.63,0,0
43,2,4,5,20,7,3.44,0,0
23,2,4,4,11,1,0.81,0,0
37,2,1,3,6,1,0.92,0,0
53,2,4,4,21,3,0.93,0,0
51,2,3,5,4,6,0.5,0,0
51,2,4,3,17,4,1,0,0
29,2,4,1,14,2,0.1,0,0
71,2,4,3,4,7,1.96,0,0
52,1,2,3,1,2,0.62,0,0
48,2,3,2,18,2,0.3,0,0
53,1,3,5,17,7,1,0,0
29,2,1,1,20,7,0,0,0
49,2,4,4,14,3,1.25,0,0
46,2,4,5,14,2,4.98,0,0
34,1,2,3,17,2,0.99,0,0
29,2,4,4,20,5,1,0,0
25,2,1,5,12,1,0.21,0,0
61,2,2,3,5,1,1,0,0
27,1,1,3,3,2,0.08,0,0
43,2,1,2,16,2,0.23,0,0
45,1,4,3,17,5,1,0,0
69,2,4,3,5,7,1,0,0
28,2,3,6,5,7,2.03,0,0
54,1,4,3,17,7,0.95,0,0
46,2,1,3,5,5,1,0,0
68,2,4,1,7,7,0.93,0,0
58,2,2,2,14,7,1,0,0
45,1,6,3,6,7,1,0,0
60,2,4,3,27,7,0.32,0,0
54,2,2,3,13,6,1.46,0,0
27,2,4,4,8,1,0.61,0,0
45,2,1,4,29,6,1,0,0
37,2,4,3,16,6,0.5,0,0
23,2,4,3,7,6,0.5,0,0
30,1,2,5,9,4,0.93,0,0
23,2,4,3,3,1,0.39,0,0
19,2,4,1,3,2,0.45,0,0
62,2,1,3,16,2,1.5,0,0
50,2,3,4,25,7,0.94,0,0
41,1,6,3,7,2,1,0,0
26,2,5,4,4,5,0.28,0,0
48,2,4,2,3,2,0.93,0,0
31,2,2,5,15,1,1.17,0,0
28,2,2,5,14,7,1.4,0,0
54,2,4,3,15,7,8.01,0,0
56,2,4,5,8,5,0.5,0,0
54,2,5,2,18,7,0.94,0,0
26,1,1,6,5,1,0.96,0,0
58,2,4,4,15,3,0.5,0,0
34,2,4,5,22,1,0.07,0,0
53,1,5,3,1,7,1,0,0
44,2,4,1,7,2,0.42,0,0
48,2,3,5,16,1,1.46,0,0
64,2,3,5,16,7,1,0,0
54,2,3,5,16,5,0.98,0,0
48,2,1,4,28,1,0.21,0,0
44,2,3,3,5,7,3,0,0
52,2,4,3,16,7,15.2,0,0
30,2,2,7,9,6,0.5,0,0
23,2,2,6,2,4,0.18,1,78000
42,2,3,3,23,7,2,0,0
46,2,2,3,4,1,3.61,1,5105
36,2,3,4,26,5,0.99,0,0
38,2,3,3,19,1,0.69,0,0
44,2,2,3,7,2,0,0,0
38,2,3,5,14,4,1,0,0
19,2,6,1,12,3,0.49,0,0
46,2,5,4,9,7,0.2,0,0
48,2,4,3,3,5,1.41,0,0
28,2,2,5,15,1,0.34,0,0
48,2,4,6,15,6,0.82,0,0
59,2,2,3,3,1,0.42,0,0
16,2,6,1,1,1,0.06,0,0
46,1,5,3,15,1,0.09,0,0
56,2,2,5,10,1,0.06,0,0
31,1,1,5,17,7,0,0,0
39,2,2,4,12,1,0.1,0,0
61,2,2,3,21,2,0.5,0,0
64,2,2,3,5,2,0.5,0,0
30,2,2,4,1,7,0.5,0,0
26,2,4,3,4,2,1.13,0,0
46,2,4,5,27,1,0.25,0,0
41,2,4,3,34,6,0.02,0,0
57,2,2,3,18,1,0.53,0,0
52,2,1,4,6,7,0.5,0,0
43,1,4,5,3,7,1,0,0
41,2,3,6,10,1,1.74,0,0
27,2,4,3,4,4,0.5,0,0
50,1,1,3,15,1,0.19,0,0
51,2,2,3,18,7,3,0,0
32,2,4,1,39,1,0.98,0,0
25,2,3,7,3,5,0,0,0
29,2,2,5,12,4,0.87,0,0
42,2,4,3,3,1,1.95,0,0
50,2,2,3,16,1,2.35,0,0
27,2,4,4,3,5,0.87,0,0
63,1,4,4,15,3,1,0,0
41,2,2,3,15,1,1.87,0,0
43,2,3,3,1,1,4.12,0,0
25,2,3,4,1,5,1.65,0,0
63,2,2,3,15,7,1,0,0
42,2,4,6,13,1,1.47,0,0
28,2,2,4,11,3,0.74,0,0
30,2,2,1,2,6,0.01,0,0
45,2,3,3,27,7,1,0,0
36,2,5,5,13,4,0.5,0,0
33,2,5,3,22,1,1,0,0
64,1,3,6,11,7,1,0,0
43,2,6,3,15,2,0.5,0,0
42,2,1,3,18,5,0.97,0,0
44,2,2,3,7,1,1.41,0,0
52,1,3,2,5,2,0.98,0,0
51,2,4,4,18,1,3.19,0,0
45,2,3,3,21,2,0.5,0,0
29,2,4,3,5,5,0.54,0,0
47,2,4,5,13,2,2.56,0,0
61,2,4,4,11,2,0.43,0,0
24,2,3,2,13,1,0.78,0,0
44,2,5,4,17,1,1,0,0
44,2,3,4,20,1,1,0,0
38,2,4,4,13,4,0.18,0,0
62,2,3,3,17,7,1.66,0,0
27,2,4,6,16,1,0.98,0,0
56,2,4,2,14,2,1,0,0
47,2,4,4,7,7,3.11,0,0
60,2,3,3,3,3,0.39,0,0
33,1,1,3,12,3,0.5,0,0
29,2,3,5,10,7,2,0,0
29,1,2,5,17,3,0.33,0,0
52,2,4,2,16,3,0.95,0,0
53,2,4,2,2,7,1.33,0,0
22,2,3,4,14,2,0.05,0,0
38,2,3,3,16,4,1.73,0,0
40,2,4,5,0,1,0.01,0,0
36,2,2,3,5,7,0.95,0,0
23,1,4,1,1,1,0.54,0,0
45,2,2,4,0,1,0.58,1,13589
45,1,4,6,16,6,0.04,0,0
27,2,3,3,15,1,0.41,0,0
46,1,3,3,11,2,0.5,0,0
53,1,4,5,4,7,1.41,0,0
54,2,3,1,9,1,1,0,0
61,2,4,4,17,2,0.5,0,0
27,2,3,4,3,4,0.95,1,1570
30,2,3,6,14,5,0.26,0,0
38,2,2,3,4,2,1,0,0
52,2,5,6,16,2,1,0,0
49,2,2,5,9,1,0.46,0,0
46,2,1,6,4,7,0.94,0,0
55,2,4,6,14,4,0.5,0,0
53,2,2,5,6,5,0.5,0,0
17,2,2,3,11,1,0,0,0
19,2,3,1,15,1,0.93,0,0
55,2,3,2,16,2,0.17,0,0
53,1,4,3,17,4,0.5,0,0
23,2,2,2,10,2,0.02,0,0
29,1,5,1,14,1,1,0,0
25,1,3,1,2,1,0.75,0,0
24,2,4,6,8,5,2.46,0,0
56,2,4,3,15,2,0.5,0,0
56,1,4,3,6,6,0.5,0,0
26,2,6,1,36,1,0.5,0,0
27,2,3,5,23,2,0.99,0,0
22,2,4,5,17,2,0.25,0,0
55,2,6,1,23,1,0.95,0,0
39,2,4,4,39,7,1,0,0
61,2,3,6,14,7,0.95,0,0
30,2,3,2,3,7,0.79,0,0
50,2,3,5,0,7,0.71,0,0
34,2,2,5,13,7,0.08,0,0
49,2,1,3,13,2,1,0,0
40,2,2,6,13,1,0.22,0,0
40,2,1,3,17,2,1,0,0
38,2,4,5,26,7,1.01,0,0
28,1,1,3,1,7,0.98,0,0
61,2,4,3,16,1,1,0,0
28,1,4,1,52,6,0.5,0,0
36,2,4,3,0,1,1.14,0,0
43,2,4,4,15,2,3.97,0,0
41,2,4,1,25,2,0.7,0,0
50,2,2,4,7,1,0,0,0
42,1,2,2,23,1,1,0,0
22,2,4,4,6,6,0.13,0,0
27,2,4,4,3,6,1,0,0
32,2,4,6,16,5,1.35,0,0
28,1,3,3,5,2,0.5,0,0
29,1,6,5,15,4,0.03,0,0
47,2,1,3,4,7,3.89,0,0
31,1,4,4,20,4,0.31,0,0
44,2,4,4,46,7,1,0,0
51,1,4,3,3,7,4.19,0,0
34,2,1,5,6,7,0.92,0,0
46,2,2,5,1,5,0.46,0,0
53,2,6,5,3,4,1,0,0
47,1,1,5,14,5,0.5,0,0
30,1,2,3,13,1,0.1,0,0
28,2,4,3,1,1,1.42,0,0
57,2,3,1,43,4,0.08,0,0
42,2,1,5,13,1,0.7,0,0
43,1,1,3,18,2,1,0,0
27,2,2,5,17,5,1,0,0
40,1,4,3,5,3,0.31,0,0
49,2,4,7,8,6,1,0,0
64,2,2,3,0,7,0.04,1,11000
35,2,2,1,52,3,1,0,0
28,2,4,6,0,4,0.49,1,107658
52,2,4,5,11,1,0.15,0,0
46,2,6,5,18,4,0.59,0,0
28,2,4,3,1,7,3.72,0,0
49,2,4,6,18,7,5,0,0
27,2,4,2,16,1,1.99,0,0
30,2,1,4,7,2,1,0,0
33,2,4,2,39,2,0.21,0,0
33,2,3,1,15,5,2,0,0
48,2,1,5,3,2,1,0,0
41,2,1,4,6,7,0.36,0,0
53,2,4,6,7,7,1,0,0
26,2,2,1,11,4,0.13,0,0
60,2,4,1,36,7,0.5,0,0
42,1,1,3,17,6,0.5,0,0
30,2,3,3,15,2,1,0,0
45,2,4,6,0,1,0,0,0
52,2,2,1,30,7,0.5,0,0
60,2,4,4,25,3,0.57,0,0
51,2,2,3,3,4,0.5,0,0
33,1,2,4,14,2,0.99,0,0
33,2,2,1,34,4,0.72,0,0
51,2,1,3,19,7,1,0,0
59,2,3,6,10,2,1,0,0
58,2,3,4,12,2,0.5,0,0
41,2,4,3,11,1,1.32,0,0
55,2,1,3,5,5,0.5,0,0
32,2,4,4,26,6,1.04,0,0
43,2,4,3,19,7,6.21,0,0
57,2,3,3,20,3,0.5,0,0
44,2,4,3,4,6,2,0,0
43,2,4,5,3,1,0,0,0
29,2,3,3,15,2,0.23,0,0
18,2,4,1,44,1,1,0,0
32,2,3,5,14,1,0.36,0,0
23,2,1,6,11,7,0.28,0,0
38,2,4,5,13,2,1.94,0,0
55,2,2,5,5,4,0.5,0,0
47,2,4,4,13,4,1.47,0,0
41,2,3,4,4,7,1.04,0,0
55,2,4,6,4,7,1.45,0,0
40,2,2,5,12,7,1.4,0,0
48,2,4,3,2,1,3.78,0,0
59,2,6,3,17,1,0.57,0,0
36,2,4,4,22,1,1,0,0
58,2,4,3,1,3,0.49,0,0
41,2,3,4,0,4,0.56,0,0
32,2,3,4,1,4,1,0,0
45,2,4,3,9,4,0.52,0,0
25,2,3,3,4,5,1.44,0,0
51,2,4,3,20,3,0.5,0,0
44,1,4,6,1,7,0.5,0,0
20,2,1,3,13,1,0.55,0,0
32,2,5,6,15,2,0.95,0,0
61,2,2,6,4,6,0.5,0,0
29,2,2,3,17,6,0.18,0,0
44,2,3,3,10,6,0.32,0,0
42,2,1,1,1,2,0.16,0,0
62,1,4,3,17,4,0.5,0,0
23,2,3,6,11,1,0.5,0,0
32,2,3,5,24,1,0.36,0,0
43,1,3,3,2,4,1,0,0
28,2,2,2,2,7,0.37,0,0
44,2,1,3,15,4,0.42,0,0
25,1,2,3,14,2,0.25,0,0
41,2,1,2,17,7,0.17,0,0
47,2,6,5,18,7,1.5,0,0
60,2,3,1,53,2,0.5,0,0
52,2,4,5,2,3,0.45,0,0
24,2,2,6,9,5,0.39,0,0
48,2,5,3,17,6,1,0,0
44,2,4,4,12,4,0.93,0,0
27,2,4,3,58,4,0.38,0,0
42,2,5,3,14,7,1.55,0,0
48,2,3,4,4,1,0.98,0,0
32,1,3,2,2,3,0.67,0,0
48,1,3,4,8,7,0.49,0,0
60,2,1,1,6,3,0.78,0,0
41,2,4,3,13,1,1.05,0,0
49,2,3,1,11,5,0.39,0,0
49,2,2,6,2,7,1.7,0,0
51,1,2,3,4,4,0.5,0,0
36,2,6,4,26,7,0.82,0,0
31,2,4,2,9,4,0.51,1,6000
40,2,2,3,22,5,0.19,0,0
23,2,5,2,11,1,1,0,0
27,1,3,3,3,3,0.48,0,0
22,1,1,3,30,1,0.93,0,0
55,2,4,4,11,1,0.49,0,0
27,2,3,5,9,7,1,0,0
49,2,3,4,8,7,0.42,0,0
48,1,4,4,0,1,0,0,0
38,2,3,1,27,6,1,0,0
37,2,4,1,16,1,0.94,0,0
52,1,3,1,3,2,0.5,0,0
37,1,4,1,5,7,1,0,0
41,2,2,3,1,5,0.5,0,0
42,2,1,3,24,1,1,0,0
24,2,3,3,5,4,0.4,0,0
53,2,5,1,4,7,0.51,0,0
41,2,1,6,15,5,0.5,0,0
63,2,3,4,2,7,0.5,0,0
61,2,4,6,13,7,0.4,0,0
38,2,4,1,42,1,1,0,0
42,2,6,4,5,6,0.96,0,0
48,2,1,3,13,1,2.08,0,0
21,2,3,6,7,1,0.06,0,0
41,2,3,6,15,5,0.95,0,0
35,2,4,5,2,7,0.73,0,0
53,1,3,4,3,7,0.45,0,0
33,2,6,5,5,6,0.34,0,0
50,2,1,2,10,7,0.51,0,0
18,1,1,1,8,2,1,0,0
46,2,2,3,5,1,0.87,0,0
48,2,2,3,15,3,2.78,0,0
46,2,4,3,22,1,1.45,0,0
62,2,4,1,34,3,0.5,0,0
25,2,1,2,5,1,0.5,0,0
39,2,1,3,2,1,0.61,0,0
45,2,3,4,16,2,0.5,0,0
49,2,3,4,3,3,0.95,0,0
48,2,1,3,0,2,0.25,0,0
39,2,3,1,35,2,0,0,0
57,2,3,6,4,7,0,0,0
31,1,1,3,4,1,0.95,0,0
24,2,4,5,7,3,0.86,0,0
23,2,2,3,17,1,0.5,0,0
45,2,1,4,18,5,0.5,0,0
26,2,3,5,16,4,1.18,0,0
47,1,3,3,3,3,0.5,0,0
63,2,4,3,21,5,0.5,0,0
25,2,4,4,9,2,0.48,0,0
27,2,5,4,1,3,0.14,0,0
27,2,5,4,4,2,0.13,0,0
28,2,1,4,5,7,0.88,0,0
41,2,5,5,15,1,0.5,0,0
49,2,3,5,16,1,1.8,0,0
25,1,2,5,16,3,0.89,0,0
21,2,2,2,10,1,0.08,0,0
34,2,4,1,12,7,0.01,0,0
25,2,1,3,6,4,0.45,0,0
37,2,3,4,9,4,0.39,0,0
43,2,3,6,7,7,2,0,0
70,2,2,5,17,6,0.5,0,0
51,2,4,4,22,7,1.92,0,0
61,2,4,6,15,6,0.97,0,0
16,2,3,3,7,1,1.8,1,20223
31,2,4,4,6,6,1,0,0
24,2,3,5,16,2,2.85,0,0
16,2,1,1,13,1,0.06,0,0
35,2,1,2,41,7,0.08,0,0
45,2,1,4,15,7,1,0,0
27,1,4,3,4,1,0.19,0,0
56,2,3,3,15,5,0.15,0,0
31,2,4,3,2,5,0.5,0,0
31,2,6,4,15,5,0.93,0,0
55,2,3,6,12,1,0.93,0,0
25,2,4,3,3,2,2.93,0,0
67,2,6,2,15,2,1,0,0
20,2,4,5,17,1,0.71,0,0
47,2,1,5,16,1,1.56,0,0
53,2,2,2,79,2,0.92,0,0
21,1,4,5,4,2,0.23,0,0
40,1,1,3,5,1,0.25,0,0
25,2,2,1,32,7,0.27,0,0
26,1,3,6,8,3,0.46,0,0
53,2,4,3,21,6,0.24,0,0
33,2,3,6,7,7,1,0,0
64,2,4,5,14,3,0.01,0,0
28,2,1,3,0,1,0,0,0
39,2,3,1,11,7,0.96,0,0
27,2,3,5,12,2,0.34,0,0
51,2,2,3,9,2,0.91,0,0
44,2,6,6,7,7,0.99,0,0
42,1,2,3,5,1,0.94,0,0
41,2,3,1,37,7,1,0,0
32,2,2,4,17,4,1,0,0
65,2,4,1,16,3,0.96,0,0
64,2,4,1,7,7,1,0,0
26,1,4,4,5,3,0.5,0,0
56,2,4,2,44,4,1,0,0
48,2,4,6,9,7,9.37,0,0
27,2,4,1,44,5,1,0,0
52,2,2,2,1,3,0.5,0,0
44,2,7,5,1,7,0.97,0,0
40,2,4,3,4,6,0.3,0,0
26,2,4,6,4,1,0.57,0,0
21,2,3,2,56,7,0.93,0,0
61,2,2,5,18,1,0.5,0,0
43,1,2,1,2,1,0.65,0,0
43,2,5,3,1,2,0.04,0,0
44,2,4,4,21,7,1.92,0,0
19,2,4,5,4,2,0.52,0,0
36,1,4,4,18,6,0.43,0,0
49,2,4,5,5,1,0.15,0,0
43,2,2,6,17,7,1,0,0
45,2,3,2,5,1,0.5,0,0
17,2,2,3,9,1,0.78,1,8000
41,2,6,3,15,3,0.38,0,0
70,2,1,1,31,2,0.48,0,0
68,2,4,5,15,5,1.5,0,0
58,2,4,2,16,4,0.87,0,0
44,2,2,4,0,7,0.86,0,0
43,2,2,4,14,3,0.76,0,0
38,1,3,3,2,2,0.51,0,0
39,1,4,1,26,7,0.78,0,0
47,2,4,4,22,1,0.93,0,0
23,2,4,7,2,1,0,0,0
62,2,4,3,9,5,0.56,0,0
40,1,3,3,17,2,0.96,0,0
38,2,4,1,41,6,1,0,0
45,2,4,6,12,3,0.5,0,0
45,2,3,3,0,6,0.54,0,0
44,2,5,3,6,3,1,0,0
49,2,3,4,8,2,1,0,0
20,2,4,6,10,2,1,0,0
23,2,1,5,10,3,0.5,0,0
36,2,4,6,16,5,1.46,0,0
36,1,3,3,7,3,1,0,0
47,2,2,6,6,1,0,0,0
20,2,4,4,12,2,0.98,0,0
41,2,4,4,3,7,1.3,0,0
25,2,2,4,2,2,1.12,0,0
41,2,5,3,1,1,2.01,0,0
26,2,6,6,8,2,0.48,0,0
46,1,3,5,16,7,0.67,0,0
44,2,5,3,17,1,0.5,0,0
51,2,4,6,11,3,0.88,0,0
29,2,4,4,5,1,0.5,0,0
23,2,3,5,18,3,1.46,0,0
29,2,3,6,9,5,0.41,0,0
35,1,1,3,7,1,0.67,0,0
55,2,6,4,6,7,1,0,0
53,1,2,3,14,1,1.64,0,0
43,1,1,3,30,1,0.92,0,0
58,2,4,3,5,1,0.98,0,0
47,2,4,3,0,1,1.97,0,0
43,2,4,3,14,3,2.79,0,0
41,1,4,3,14,1,1.07,0,0
27,2,5,5,3,7,0.68,0,0
50,2,3,4,26,1,1,0,0
52,2,4,4,6,7,5.47,0,0
73,2,2,3,10,7,1,0,0
51,2,4,5,17,5,4.48,0,0
33,1,4,4,12,1,1,0,0
39,2,4,3,6,5,0.5,0,0
28,2,2,6,10,6,0.26,0,0
45,2,4,2,16,3,1.21,0,0
44,2,1,5,17,1,0.5,0,0
31,2,1,3,7,7,0.19,0,0
49,2,3,4,13,4,0.01,0,0
33,2,4,6,15,3,1,0,0
29,1,2,6,7,7,0.92,0,0
59,2,3,3,2,3,0.17,0,0
57,2,4,3,14,1,0.59,0,0
30,2,1,5,7,7,0.5,0,0
33,2,2,5,14,7,1.87,0,0
64,2,3,5,18,7,2.39,0,0
68,2,4,1,40,7,1,0,0
40,2,2,1,15,5,1,0,0
53,2,3,4,2,7,2.43,0,0
45,2,2,2,17,6,1,0,0
48,2,3,5,20,1,0.25,0,0
49,2,3,4,9,4,0.5,0,0
21,2,2,3,6,2,0.5,0,0
47,2,4,5,2,4,2.5,0,0
31,2,1,1,30,1,1,0,0
56,1,4,5,11,1,0,0,0
23,2,4,4,9,1,0.72,0,0
38,2,4,3,19,6,0.99,0,0
61,2,3,4,1,7,0.96,0,0
56,1,4,3,14,7,0.93,0,0
